,NAME,total_renter_households,30_to_34pct,35_to_39pct,40_to_49pct,50pct_plus,median_gross_rent,median_household_income,msa_code,cost_burdened,severely_burdened,pct_cost_burden,pct_severely_burdened,metro,state,burden_category,cbsa_num,fmr_2br
447,"Vineland-Bridgeton, NJ Metro Area",17864,1405,1002,1618,5934,1202,62310,47220,9959,5934,55.75,33.22,"Vineland-Bridgeton, NJ",NJ,Very High (50%+),47220.0,1377.0
448,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",262740,24199,18368,25039,61998,1341,77082,47260,129604,61998,49.33,23.6,"Virginia Beach-Norfolk-Newport News, VA-NC",VA,High (40-49%),47260.0,982.0
449,"Visalia, CA Metro Area",58592,4474,3381,5589,13911,1137,64474,47300,27355,13911,46.69,23.74,"Visalia, CA",CA,High (40-49%),47300.0,1005.0
450,"Waco, TX Metro Area",39586,3117,2770,3268,10549,1042,59193,47380,19704,10549,49.78,26.65,"Waco, TX",TX,High (40-49%),47380.0,915.0
451,"Walla Walla, WA Metro Area",7778,533,715,810,1744,1044,66635,47460,3802,1744,48.88,22.42,"Walla Walla, WA",WA,High (40-49%),47460.0,1144.0
452,"Warner Robins, GA Metro Area",23196,1935,1200,2579,4038,1059,73788,47580,9752,4038,42.04,17.41,"Warner Robins, GA",GA,High (40-49%),47580.0,974.0
453,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",853416,75905,55794,68817,185597,1904,119803,47900,386113,185597,45.24,21.75,"Washington-Arlington-Alexandria, DC-VA-MD-WV",DC,High (40-49%),47900.0,936.0
454,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",853416,75905,55794,68817,185597,1904,119803,47900,386113,185597,45.24,21.75,"Washington-Arlington-Alexandria, DC-VA-MD-WV",DC,High (40-49%),47900.0,957.0
455,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",853416,75905,55794,68817,185597,1904,119803,47900,386113,185597,45.24,21.75,"Washington-Arlington-Alexandria, DC-VA-MD-WV",DC,High (40-49%),47900.0,1031.0
456,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",853416,75905,55794,68817,185597,1904,119803,47900,386113,185597,45.24,21.75,"Washington-Arlington-Alexandria, DC-VA-MD-WV",DC,High (40-49%),47900.0,1785.0
457,"Waterloo-Cedar Falls, IA Metro Area",21074,1519,1357,1352,5407,916,66732,47940,9635,5407,45.72,25.66,"Waterloo-Cedar Falls, IA",IA,High (40-49%),47940.0,889.0
458,"Watertown-Fort Drum, NY Metro Area",20976,1864,1247,1974,4037,1143,62782,48060,9122,4037,43.49,19.25,"Watertown-Fort Drum, NY",NY,High (40-49%),48060.0,1183.0
459,"Wausau-Weston, WI Metro Area",17934,1829,1137,1618,2845,876,71675,48140,7429,2845,41.42,15.86,"Wausau-Weston, WI",WI,High (40-49%),48140.0,757.0
460,"Wausau-Weston, WI Metro Area",17934,1829,1137,1618,2845,876,71675,48140,7429,2845,41.42,15.86,"Wausau-Weston, WI",WI,High (40-49%),48140.0,838.0
461,"Weirton-Steubenville, WV-OH Metro Area",13662,912,553,902,2661,720,54142,48260,5028,2661,36.8,19.48,"Weirton-Steubenville, WV-OH",WV,Moderate (30-39%),48260.0,738.0
462,"Wenatchee, WA Metro Area",15770,1014,720,1109,2745,1156,75185,48300,5588,2745,35.43,17.41,"Wenatchee, WA",WA,Moderate (30-39%),48300.0,1126.0
463,"Wheeling, WV-OH Metro Area",14603,1177,739,946,3081,765,56691,48540,5943,3081,40.7,21.1,"Wheeling, WV-OH",WV,High (40-49%),48540.0,762.0
464,"Wichita, KS Metro Area",87340,7283,4932,6745,16942,931,66643,48620,35902,16942,41.11,19.4,"Wichita, KS",KS,High (40-49%),48620.0,823.0
465,"Wichita Falls, TX Metro Area",20464,1422,1418,1493,3653,929,60641,48660,7986,3653,39.02,17.85,"Wichita Falls, TX",TX,Moderate (30-39%),48660.0,878.0
466,"Williamsport, PA Metro Area",13764,1455,656,1074,2623,886,63437,48700,5808,2623,42.2,19.06,"Williamsport, PA",PA,High (40-49%),48700.0,885.0
467,"Wilmington, NC Metro Area",44566,3913,2596,4031,11393,1235,68845,48900,21933,11393,49.21,25.56,"Wilmington, NC",NC,High (40-49%),48900.0,1164.0
468,"Winchester, VA-WV Metro Area",15357,1482,1028,957,2702,1246,79416,49020,6169,2702,40.17,17.59,"Winchester, VA-WV",VA,High (40-49%),49020.0,1117.0
469,"Winston-Salem, NC Metro Area",87505,7394,5271,6339,18907,912,60145,49180,37911,18907,43.32,21.61,"Winston-Salem, NC",NC,High (40-49%),49180.0,808.0
470,"Worcester, MA-CT Metro Area",126746,12523,7758,10102,27763,1241,86708,49340,58146,27763,45.88,21.9,"Worcester, MA-CT",MA,High (40-49%),49340.0,1397.0
471,"Worcester, MA-CT Metro Area",126746,12523,7758,10102,27763,1241,86708,49340,58146,27763,45.88,21.9,"Worcester, MA-CT",MA,High (40-49%),49340.0,1146.0
472,"Worcester, MA-CT Metro Area",126746,12523,7758,10102,27763,1241,86708,49340,58146,27763,45.88,21.9,"Worcester, MA-CT",MA,High (40-49%),49340.0,1491.0
473,"Yakima, WA Metro Area",32234,2604,2004,1976,6644,1010,64910,49420,13228,6644,41.04,20.61,"Yakima, WA",WA,High (40-49%),49420.0,1050.0
474,"York-Hanover, PA Metro Area",43622,3951,2887,4161,8776,1094,79183,49620,19775,8776,45.33,20.12,"York-Hanover, PA",PA,High (40-49%),49620.0,1024.0
475,"Youngstown-Warren-Boardman, OH-PA Metro Area",66232,4622,3767,6057,13791,754,54650,49660,28237,13791,42.63,20.82,"Youngstown-Warren-Boardman, OH-PA",OH,High (40-49%),49660.0,757.0
476,"Youngstown-Warren-Boardman, OH-PA Metro Area",66232,4622,3767,6057,13791,754,54650,49660,28237,13791,42.63,20.82,"Youngstown-Warren-Boardman, OH-PA",OH,High (40-49%),49660.0,738.0
477,"Yuba City, CA Metro Area",24000,2597,1449,2554,4862,1218,70176,49700,11462,4862,47.76,20.26,"Yuba City, CA",CA,High (40-49%),49700.0,1173.0
478,"Yuma, AZ Metro Area",23103,2270,2094,1262,4474,950,56439,49740,10100,4474,43.72,19.37,"Yuma, AZ",AZ,High (40-49%),49740.0,968.0
